"geneid_1","geneid_2","source"
15746,73633,"complexes;signaling"
66107,52336,"complexes;signaling"
57555,69169,"complexes;signaling"
56989,87360,"complexes;signaling"
54174,44874,"complexes;signaling"
30408,68672,"complexes;signaling"
54357,64750,"complexes;signaling"
34261,73819,"complexes;signaling"
60485,81570,"complexes;signaling"
24309,69938,"complexes;signaling"
67755,75070,"regulatory;literature"
42358,35012,"regulatory;literature"
50016,89701,"regulatory;literature"
16921,13311,"regulatory;literature"
87354,62198,"regulatory;literature"
33538,16359,"regulatory;literature"
43391,11517,"regulatory;literature"
89560,64353,"regulatory;literature"
51431,49209,"regulatory;literature"
54805,32929,"regulatory;literature"
73153,86998,"regulatory;literature"
54572,13766,"regulatory;literature"
22196,17212,"regulatory;literature"
41222,15356,"regulatory;literature"
88687,84644,"regulatory;literature"
62633,45907,"regulatory;literature"
34539,83138,"regulatory;literature"
53020,52976,"regulatory;literature"
45039,55269,"regulatory;literature"
26705,55217,"regulatory;literature"
52039,16742,"binary;literature;signaling;metabolic"
68140,50025,"binary;literature;signaling;metabolic"
82153,80129,"binary;literature;signaling;metabolic"
54132,19009,"binary;literature;signaling;metabolic"
68256,44535,"binary;literature;signaling;metabolic"
75583,17500,"binary;literature;signaling;metabolic"
27870,15288,"binary;literature;signaling;metabolic"
88242,25788,"binary;literature;signaling;metabolic"
11694,41155,"binary;literature;signaling;metabolic"
55859,11659,"binary;literature;signaling;metabolic"
34923,10418,"binary;literature;signaling;metabolic"
46796,47765,"binary;literature;signaling;metabolic"
84460,34830,"binary;literature;signaling;metabolic"
89927,82797,"binary;literature;signaling;metabolic"
86010,33515,"binary;literature;signaling;metabolic"
87952,28350,"binary;literature;signaling;metabolic"
88338,75740,"binary;literature;signaling;metabolic"
46655,37750,"binary;literature;signaling;metabolic"
12137,61288,"binary;literature;signaling;metabolic"
20215,53963,"binary;literature;signaling;metabolic"
43773,51937,"binary;literature;signaling;metabolic"
69133,85893,"binary;literature;signaling;metabolic"
64373,31064,"binary;literature;signaling;metabolic"
28938,15741,"binary;literature;signaling;metabolic"
67700,74837,"binary;literature;signaling;metabolic"
36267,27600,"binary;literature;signaling;metabolic"
29878,42443,"binary;literature;signaling;metabolic"
69860,35638,"binary;literature;signaling;metabolic"
82066,65118,"binary;literature;signaling;metabolic"
33408,10765,"binary;literature;signaling;metabolic"
50952,70131,"binary;literature;signaling;metabolic"
55945,24391,"binary;literature;signaling;metabolic"
55922,68586,"complexes;literature;kinase;signaling;binary"
87088,60824,"complexes;literature;kinase;signaling;binary"
87584,47309,"complexes;literature;kinase;signaling;binary"
37827,43499,"complexes;literature;kinase;signaling;binary"
75821,79164,"complexes;literature;kinase;signaling;binary"
69867,38078,"complexes;literature;kinase;signaling;binary"
20814,59850,"complexes;literature;kinase;signaling;binary"
22196,75550,"complexes;literature;kinase;signaling;binary"
33721,74434,"complexes;literature;kinase;signaling;binary"
36199,74830,"complexes;literature;kinase;signaling;binary"
62633,22266,"complexes;literature;kinase;signaling;binary"
14262,18870,"complexes;literature;kinase;signaling;binary"
61406,44079,"complexes;literature;kinase;signaling;binary"
49365,26641,"complexes;literature;kinase;signaling;binary"
51341,10566,"complexes;literature;kinase;signaling;binary"
58176,86926,"complexes;literature;kinase;signaling;binary"
64353,88063,"complexes;literature;kinase;signaling;binary"
27467,23319,"complexes;literature;kinase;signaling;binary"
89422,23709,"complexes;literature;kinase;signaling;binary"
63468,12145,"complexes;literature;kinase;signaling;binary"
24537,21325,"complexes;literature;kinase;signaling;binary"
79433,25492,"complexes;literature;kinase;signaling;binary"
47256,40275,"complexes;literature;kinase;signaling;binary"
88818,36053,"complexes;literature;kinase;signaling;binary"
67553,31175,"complexes;literature;kinase;signaling;binary"
89602,86836,"complexes;literature;kinase;signaling;binary"
80156,43773,"complexes;literature;kinase;signaling;binary"
31113,43773,"complexes;literature;kinase;signaling;binary"
88338,58669,"complexes;literature;kinase;signaling;binary"
12253,34612,"complexes;literature;kinase;signaling;binary"
39465,72354,"regulatory;binary;literature;kinase;signaling"
59375,15958,"regulatory;binary;literature;kinase;signaling"
89364,42358,"regulatory;binary;literature;kinase;signaling"
39015,18692,"regulatory;binary;literature;kinase;signaling"
15906,39015,"regulatory;binary;literature;kinase;signaling"
87126,56641,"regulatory;binary;literature;kinase;signaling"
61787,89560,"regulatory;binary;literature;kinase;signaling"
62950,59952,"regulatory;binary;literature;kinase;signaling"
22855,67636,"regulatory;binary;literature;kinase;signaling"
81845,40872,"regulatory;binary;literature;kinase;signaling"
33440,45532,"regulatory;binary;literature;kinase;signaling"
20095,38322,"regulatory;binary;literature;kinase;signaling"
72254,17777,"regulatory;binary;literature;kinase;signaling"
41341,88679,"regulatory;binary;literature;kinase;signaling"
65938,37451,"regulatory;binary;literature;kinase;signaling"
46655,87671,"complexes;signaling;binary"
67246,34989,"complexes;signaling;binary"
56190,64654,"complexes;signaling;binary"
54633,23885,"complexes;signaling;binary"
23285,45100,"complexes;signaling;binary"
12817,58480,"complexes;signaling;binary"
13553,12508,"complexes;signaling;binary"
34681,52760,"complexes;signaling;binary"
36459,78019,"complexes;signaling;binary"
57169,27555,"complexes;signaling;binary"
43224,75413,"complexes;signaling;binary"
36098,63496,"complexes;signaling;binary"
34862,37314,"complexes;signaling;binary"
73658,20378,"complexes;signaling;binary"
46650,13905,"complexes;signaling;binary"
70136,30972,"complexes;signaling;binary"
33058,80366,"complexes;signaling;binary"
73801,11422,"complexes;signaling;binary"
55757,46928,"complexes;literature;kinase"
66055,29474,"complexes;literature;kinase"
72354,60860,"complexes;literature;kinase"
86305,69676,"complexes;literature;kinase"
71143,11516,"complexes;literature;kinase"
43313,13670,"complexes;literature;kinase"
78748,23230,"complexes;literature;kinase"
74408,41393,"complexes;literature;kinase"
59722,37557,"complexes;literature;kinase"
20155,22561,"complexes;literature;kinase"
62722,78230,"complexes;literature;kinase"
29419,66196,"complexes;literature;kinase"
54379,15958,"complexes;literature;kinase"
89100,38095,"binary;kinase"
79791,59850,"binary;kinase"
82050,63535,"binary;kinase"
87761,75413,"binary;kinase"
88554,84890,"binary;kinase"
32952,49928,"binary;kinase"
20378,46333,"binary;kinase"
56615,71459,"binary;kinase"
19267,43305,"binary;kinase"
41263,52953,"binary;kinase"
82678,50417,"binary;kinase"
30928,58599,"binary;kinase"
50016,48184,"binary;kinase"
25038,12109,"binary;kinase"
57313,34774,"binary;kinase"
86902,69759,"binary;kinase"
74303,41755,"binary;kinase"
13766,56248,"binary;kinase"
77318,71604,"binary;kinase"
78872,28545,"binary;kinase"
23296,53020,"signaling"
49394,35865,"signaling"
14550,74231,"signaling"
56455,57693,"signaling"
81470,16544,"signaling"
47684,60018,"signaling"
29669,13202,"signaling"
70879,37356,"signaling"
52220,41734,"signaling"
28326,60218,"signaling"
33273,15614,"signaling"
22561,74158,"signaling"
48850,83046,"signaling"
49146,57969,"signaling"
34788,58326,"binary;literature;kinase"
64857,71867,"binary;literature;kinase"
76822,40636,"binary;literature;kinase"
49135,30917,"binary;literature;kinase"
86347,81854,"binary;literature;kinase"
53295,53718,"binary;literature;kinase"
63031,53103,"binary;literature;kinase"
67258,66601,"binary;literature;kinase"
35184,26832,"binary;literature;kinase"
54471,82355,"binary;literature;kinase"
21173,20014,"binary;literature;kinase"
75103,34773,"binary;literature;kinase"
78188,37819,"binary;literature;kinase"
72404,13452,"binary;literature;kinase"
21057,72273,"binary;literature;kinase"
49073,75317,"binary;literature;kinase"
41160,87248,"binary;literature;kinase"
48684,27007,"binary;literature;kinase"
65758,67356,"binary;literature;kinase"
29838,60245,"binary;literature;kinase"
57511,23396,"regulatory;complexes"
44307,81587,"regulatory;complexes"
79892,10739,"regulatory;complexes"
36023,57548,"regulatory;complexes"
68673,64423,"regulatory;complexes"
58682,45792,"regulatory;complexes"
62262,57461,"regulatory;complexes"
45253,34249,"regulatory;complexes"
26562,72170,"regulatory;complexes"
51998,27118,"regulatory;complexes"
77895,71867,"regulatory;complexes"
75690,30618,"regulatory;complexes"
68802,68295,"regulatory;complexes"
58548,61641,"regulatory;complexes"
46386,41066,"regulatory;complexes"
49325,75001,"literature;kinase"
55898,57082,"literature;kinase"
71040,69455,"literature;kinase"
37557,13768,"literature;kinase"
76779,78354,"literature;kinase"
34252,78188,"literature;kinase"
28775,81895,"literature;kinase"
77885,42944,"literature;kinase"
88170,40929,"literature;kinase"
82889,49023,"literature;kinase"
46913,72265,"literature;kinase"
78353,83010,"literature;kinase"
72166,23808,"literature;kinase"
