"uniprot_ac",entrez_id,uniprot_ac_reviewed
"Q0P5Y3",219038,1
"Q9CRB6",67971,1
"Q7TQD2",72948,1
"Q99MU1",24100,1
"Q8CB49",71338,1
"Q9DBS2",67808,1
"Q8QZZ7",69786,1
"A2AI08",97031,1
"F6ZDS4",108989,1
"Q8VD31",213233,1
"Q9R233",21356,1
"O70281",22021,1
"A2APB8",72119,1
"Q9JKA3",667992,1
"Q7M723",387340,1
"Q9JKT4",57252,1
"Q7M724",387341,1
"Q7M725",387342,1
"Q7M707",102642000,1
"Q7M707",387343,1
"Q9QZM4",21933,1
"Q7M712",387344,1
"Q9DCG9",67674,1
"Q7M711",387345,1
"Q7M722",387346,1
"Q7M713",112408,1
"Q7M715",353166,1
"Q9JKT2",57254,1
"O08712",18383,1
"Q7M721",387348,1
"P59528",353167,1
"Q7M718",387351,1
"Q7M710",387352,1
"Q7M709",387354,1
"Q99PQ1",76681,1
"Q7TQB0",387511,1
"Q7TQA9",387512,1
"Q7TQA8",353165,1
"Q9ET35",57916,1
"Q9D8D0",72049,1
"Q7TQA4",387616,1
"Q7TQB9",387514,1
"Q569Z6",230753,1
"Q8BX43",320100,1
"Q8QZR0",229801,1
"P15533",20128,1
"Q99PP6",94094,1
"Q3TL54",547109,1
"P86448",666747,1
"P86449",666731,1
"Q3UHV4",100503240,1
"P62996",20462,1
"Q99JY4",67976,1
"Q3UDK1",231712,1
"Q3U0V2",71609,1
"P39428",22029,1
"P39429",22030,1
"Q60803",22031,1
"Q61382",22032,1
"P70191",22033,1
"P70196",22034,1
"Q8VIG6",22036,1
"Q6PD31",67095,1
"Q91V04",72265,1
"Q924Z5",170829,1
"Q9CQN1",68015,1
"Q3UU67",77647,1
"P15306",21824,1
"P97473",21357,1
"Q58Y74",541610,1
"O55055",13434,1
"E9Q9K5",76757,1
"Q9JLT2",58866,1
"Q8BXJ2",224829,1
"Q9JKE2",58217,1
"Q99NH8",83433,1
"Q91XB0",22040,1
"Q9R1A9",24102,1
"Q921I1",22041,1
"P08071",17002,1
"Q9R0R1",30060,1
"P21761",22045,1
"Q8K093",237553,1
"Q62361",22044,1
"Q9WUH5",19824,1
"Q99PQ2",94091,1
"Q9CYB0",66597,1
"Q8BVW3",74735,1
"Q99PP9",94092,1
"Q7TPM3",56631,1
"O70583",17318,1
"Q8BGX0",81003,1
"Q61510",217069,1
"Q99PN3",22670,1
"Q62158",19720,1
"Q8R2Q0",72169,1
"Q8R0K2",224762,1
"Q8CH72",69807,1
"Q99PP7",94093,1
"Q8C006",66854,1
"Q80WG7",28105,1
"Q6PCX9",68729,1
"Q9ESN2",79263,1
"Q3UWA4",195359,1
"Q5NCC3",211007,1
"Q9D2H5",78911,1
"Q9QXA7",80985,1
"Q6PFY8",229644,1
"Q7TNM2",360213,1
"Q8C0E3",217333,1
"Q810I2",215061,1
"Q9ERP3",58522,1
"Q80VI1",384309,1
"Q5NCC9",216781,1
"Q922Y2",66949,1
"Q8VI40",234329,1
"Q80V85",67525,1
"Q8BFW4",338364,1
"Q924W6",330627,1
"Q505D9",330863,1
"Q80X56",70928,1
"Q1XH17",434246,1
"Q3UWZ0",333307,1
"Q9D8Z2",69076,1
"Q8K4K4",211770,1
"Q8K4K3",217410,1
"Q8K4K2",228775,1
"Q9DBY4",66873,1
"Q9QUS6",23947,1
"Q9ESN6",80890,1
"Q9R1R2",55992,1
"Q8BGE7",94088,1
"Q923T7",94089,1
"Q99PJ2",93679,1
"Q8C7M3",94090,1
"Q8BVP1",244448,1
"Q0KL02",223435,1
"Q9QXN3",56404,1
"Q9Z1Y4",22051,1
"G5E870",14897,1
"B2B9E1",208820,1
"Q9CWH5",73681,1
"Q8BYH3",229780,1
"A2RSY6",98685,1
"Q3TX08",212528,1
"Q8BNV1",15547,1
"Q8BQJ6",215201,1
"Q9D2Q2",78890,1
"Q9D0C4",76357,1
"Q80XC2",328162,1
"Q8CE96",66926,1
"Q9Z120",17299,1
"Q8K558",71326,1
"Q2LA85",328833,1
"Q3LRV9",224840,1
"Q8BV79",320429,1
"Q80ZI1",69539,1
"Q8K1J6",70047,1
"B7ZNG4",78733,1
"Q8BLA8",277328,1
"Q61056",22063,1
"Q9R244",22064,1
"Q9QUQ5",22066,1
"Q9QX29",22067,1
"Q61143",22068,1
"Q9WVC5",26946,1
"Q2TV84",17364,1
"Q7TN37",68667,1
"Q9JJH7",56843,1
"Q8CIR4",225997,1
"Q923J1",58800,1
"Q8R4D5",171382,1
"Q8K3A2",107328,1
"Q704Y3",193034,1
"Q9WTR1",22368,1
"Q8K424",246788,1
"Q9EPK8",63873,1
"P69744",194352,1
"Q91WD2",64177,1
"Q9WU56",56361,1
"Q8C0D0",72133,1
"Q91WG3",227682,1
"Q9JMH6",50493,1
"Q9JLT4",26462,1
"Q99MD6",232223,1
"P07146",22072,1
"Q02844",100503895,1
"Q61187",22088,1
"Q99PG6",110326,1
"Q925I4",83770,1
"Q925D8",83771,1
"Q9DA44",76927,1
"Q80VC6",71787,1
"Q9EP53",64930,1
"Q8CA03",30936,1
"J3S6Y1",252974,1
"Q6NY15",211484,1
"Q9DA17",116732,1
"O08859",21930,1
"Q5DTH5",110796,1
"Q68FE9",228911,1
"Q8CGV9",243931,1
"P47750",22095,1
"O54887",22116,1
"Q8CBR6",244152,1
"Q9JIE6",53603,1
"Q8VCF5",208634,1
"Q9D1D1",68498,1
"Q8BKT6",269831,1
"Q9D8C2",66109,1
"Q8QZY6",52588,1
"F7BWT7",70423,1
"Q9D7W4",74257,1
"Q80WR1",241556,1
"Q99J59",66805,1
"Q922J6",70747,1
"Q9CQ88",67125,1
"Q9JHH2",27027,1
"Q8R3S2",232670,1
"Q9QY33",56434,1
"Q9DCK3",64540,1
"P62080",56224,1
"Q62283",21912,1
"Q8R3G9",216350,1
"Q8BJU2",109246,1
"Q9QZE7",53424,1
"Q62348",22099,1
"Q03350",21826,1
"Q05895",21827,1
"Q9Z1T2",21828,1
"Q8BLH5",235631,1
"Q9CRZ8",70026,1
"P50637",12257,1
"Q5SWD9",104662,1
"Q8C8T8",69499,1
"Q5HZH2",68327,1
"Q8K0G5",380752,1
"Q9JHE7",56844,1
"Q61241",22114,1
"O54863",22115,1
"Q9D2E1",58864,1
"Q9D411",71099,1
"Q8C1R0",73542,1
"Q925K9",83984,1
"Q9QXE5",54373,1
"Q3U269",272027,1
"Q9D0B5",77032,1
"P70675",22127,1
"O88852",22110,1
"Q7TQI8",52808,1
"Q8VD63",72480,1
"Q69ZB3",239364,1
"Q8C0S4",74052,1
"Q0HA38",73668,1
"A6H6E9",75777,1
"Q9CY00",72421,1
"A2ACP1",230603,1
"Q8BYY4",69863,1
"Q8VE09",72747,1
"Q6PCN3",106763,1
"Q3UVR3",140810,1
"Q8BW49",235330,1
"Q9CSP9",67120,1
"Q8C1F5",338348,1
"E9PVB5",74569,1
"Q8CC21",72795,1
"Q91Z38",66827,1
"Q8C159",230576,1
"Q8CHY7",67009,1
"Q8BYG0",214191,1
"Q9D4B2",74407,1
"Q8CD92",74196,1
"Q80XJ3",209683,1
"Q80VM3",73301,1
"Q9DAC7",75516,1
"Q9D6K7",67515,1
"Q8C0Q3",242800,1
"Q8VBW8",192653,1
"A3KMP2",239570,1
"O88196",22129,1
"Q8R3H9",72354,1
"Q99LG4",219022,1
"Q8BGB2",225049,1
"Q8VD72",76260,1
"Q3V038",69480,1
"Q9D6E4",73032,1
"Q810A3",70387,1
"Q62187",22130,1
"Q5NC05",74044,1
"Q91V83",75425,1
"P07309",22139,1
"Q8BGV4",234138,1
"P35761",22137,1
"A4Q9F3",330010,1
"A4Q9F4",74410,1
"Q3UDE2",223723,1
"A4Q9F6",269954,1
"Q91V51",319953,1
"A4Q9E4",100216474,1
"A4Q9E5",101100,1
"Q80UG8",67534,1
"Q8CHB8",320244,1
"A4Q9E8",237930,1
"A4Q9F0",70892,1
"A4Q9F1",239591,1
"A2APC3",74711,1
"P38585",69737,1
"Q8C5C9",212998,1
"Q9D3D0",76080,1
"Q8BWP5",50500,1
"P22893",22695,1
"Q9D3A9",57776,1
"Q3TH73",117160,1
"Q6P5F7",78339,1
"P50586",22141,1
"O08970",22156,1
"Q9Z273",22157,1
"P46686",56734,1
"O88413",22158,1
"Q9JIL5",68842,1
"P19473",22037,1
"Q673H1",69136,1
"Q9WVF8",80385,1
"Q8BTV1",80286,1
"Q8C838",237858,1
"B2RX14",230594,1
"Q5BLK4",214290,1
"Q05BQ1",93842,1
"Q9D8T4",67510,1
"Q91YR1",19230,1
"Q9Z0P5",23999,1
"Q9EP52",65960,1
"P26687",22160,1
"Q9D030",13345,1
"Q9JMI7",56746,1
"Q99MV2",73679,1
"Q9D5S1",70956,1
"Q9DBG9",76281,1
"Q62302",21766,1
"Q8K2W3",106200,1
"Q9CQU0",66073,1
"Q6P6J9",69672,1
"Q7TN22",70561,1
"Q9CQM5",52700,1
"Q99P25",72236,1
"P42682",22165,1
"Q6PAM1",109658,1
"Q8VBT1",378431,1
"Q8BHN1",353170,1
"P83877",27366,1
"Q8BUH1",234723,1
"Q6P902",213272,1
"Q715T0",73412,1
"Q91W90",105245,1
"Q69AB2",67402,1
"Q9CQ79",98258,1
"Q8BG60",56338,1
"Q8CDN6",53382,1
"Q8JZU2",13358,1
"P24529",21823,1
"Q6ZWY8",19240,1
"P20065",19241,1
"Q9JJX7",56196,1
"O54885",22177,1
"Q99N42",72962,1
"P55144",22174,1
"P11344",22173,1
"P07147",22178,1
"P29812",13190,1
"Q9DBA6",71767,1
"P07607",22171,1
"Q8BJM7",100929,1
"Q8BG71",68260,1
"Q8BSA9",209584,1
"Q8BYR1",329504,1
"A2RSX7",68736,1
"Q00899",22632,1
"Q3TTC2",100073351,1
"Q9Z2R6",22248,1
"Q8C4B4",106840,1
"Q61068",13531,1
"Q9D384",76167,1
"Q9D883",108121,1
"P26369",22185,1
"Q8BGJ9",233073,1
"Q64707",22183,1
"Q6ZWY6",73318,1
"A0PJN4",76980,1
"Q91WM3",27966,1
"Q6P4T2",320632,1
"O08810",20624,1
"Q8CGB3",72565,1
"Q3TW96",227620,1
"Q91YN5",107652,1
"P61080",216080,1
"P62838",56550,1
"P61079",66105,1
"P52482",22194,1
"Q91W82",218793,1
"P52483",22193,1
"Q9CY34",67921,1
"P62254",67128,1
"P60605",22213,1
"Q9JJZ4",56228,1
"Q6P073",140499,1
"P68037",100042355,1
"P68037",22195,1
"Q9QZU9",56791,1
"Q7TSS2",70093,1
"Q8K2Z8",109161,1
"Q8CFI2",216150,1
"Q6ZWZ2",67615,1
"Q9CZY3",66589,1
"Q9D2M8",70620,1
"P31254",22202,1
"Q02053",22201,1
"Q8C878",22200,1
"Q8VE47",66663,1
"Q8C7R4",231380,1
"Q8VDI7",98766,1
"Q8R1K1",68889,1
"Q6P3B2",207740,1
"Q8BQH4",319370,1
"Q8BH48",67123,1
"Q91VX2",68926,1
"P0CG49",22187,1
"P61082",22192,1
"P63280",102641751,1
"P63280",22196,1
"Q8BGR9",79560,1
"P0CG50",22190,1
"P63072",24108,1
"Q9Z255",22209,1
"P63147",22210,1
"Q9D1C1",68612,1
"P62257",22214,1
"P61087",53323,1
"P61089",93765,1
"Q6ZPJ3",217342,1
"Q921J4",77891,1
"Q9CQ37",67196,1
"Q8VDW4",66799,1
"Q3UE37",268470,1
"Q9ES34",117146,1
"Q80U95",100763,1
"Q8BX13",70348,1
"E9Q735",140630,1
"Q9ES00",63958,1
"Q78JW9",28018,1
"Q3USZ2",546118,1
"Q9DC60",71707,1
"P35545",14109,1
"Q811S7",22221,1
"Q9Z2M6",24109,1
"P21126",100169864,1
"P21126",27643,1
"Q9CQ84",67591,1
"Q9EPV8",66177,1
"Q91W67",69459,1
"Q4G0F8",170644,1
"Q80WC1",320538,1
"P52479",22224,1
"Q99K46",236733,1
"Q9D9M2",22217,1
"Q5BKP2",72607,1
"Q9JMA1",59025,1
"Q8R5H1",14479,1
"Q99LG0",74112,1
"Q9WTV6",24110,1
"Q3UJD6",71472,1
"Q8BJQ2",230484,1
"Q8C6M1",74270,1
"Q9QZL6",30941,1
"Q5DU02",216825,1
"B1AY13",329908,1
"P57080",30940,1
"Q99MX1",83563,1
"Q8CEG8",54651,1
"Q5I043",235323,1
"Q9ES63",57775,1
"Q80X50",74383,1
"O88623",53376,1
"Q3UN04",100756,1
"Q8R5K2",170822,1
"Q6ZQ93",17847,1
"B1AQJ2",72344,1
"Q8C0R0",319651,1
"Q8BW70",74841,1
"Q91W36",235441,1
"Q8BWR4",227334,1
"B2RQC2",76800,1
"Q8BUM9",216835,1
"Q8C2S0",327799,1
"Q8K387",77593,1
"P62069",69727,1
"Q8BY87",74996,1
"Q3V0C5",170707,1
"Q6P9L4",224836,1
"P35123",22258,1
"Q6P8X6",75083,1
"P15975",99526,1
"Q8BL06",78787,1
"P56399",22225,1
"Q6A4J8",252870,1
"Q80U87",84092,1
"Q8R317",56085,1
"Q9QZM0",54609,1
"Q8C5U9",244178,1
"Q99NB8",94232,1
"Q14DL0",244179,1
"O70481",22222,1
"Q6WKZ8",224826,1
"Q5U430",68795,1
"A2AN08",69116,1
"Q80TP3",70790,1
"Q8BU04",66622,1
"Q3V3E1",328795,1
"Q8BGG7",72828,1
"Q91WB7",226122,1
"Q6PGH0",327900,1
"Q8BG34",212190,1
"Q9D572",67586,1
"Q99KJ0",217379,1
"Q0KL01",68053,1
"Q922Y1",225896,1
"Q8VCH8",67812,1
"Q99PL6",66530,1
"Q6P5G6",224111,1
"Q9R0P9",22223,1
"Q9JKB1",50933,1
"P58321",93841,1
"Q9WUP7",56207,1
"P52623",22245,1
"Q99PM9",80914,1
"Q91YL3",68556,1
"Q14BU0",68527,1
"P81615",22226,1
"Q99ML8",171530,1
"Q924A4",83428,1
"P12242",22227,1
"P70406",22228,1
"P56501",22229,1
"Q9Z2B2",20523,1
"Q9CR68",66694,1
"Q63886",394436,1
"P70691",22236,1
"Q64435",94284,1
"Q6ZQM8",394432,1
"Q62452",394434,1
"Q80X89",94215,1
"Q6PDD0",552899,1
"Q8BWQ1",72094,1
"Q3UP75",105887,1
"Q8JZZ0",223337,1
"Q3U1V6",54122,1
"Q9CR09",66155,1
"P70362",22230,1
"Q8CCJ3",67490,1
"P61961",67890,1
"Q00993",26362,1
"Q9CZP0",70240,1
"Q99K23",192169,1
"O70475",22235,1
"Q6P5E4",320011,1
"Q91ZJ5",216558,1
"A2RSJ4",75089,1
"P97343",16589,1
"Q8VDF2",18140,1
"Q7TMI3",109113,1
"Q91Z49",69823,1
"Q5U5Q9",20184,1
"P52760",15473,1
"Q8VBW6",234664,1
"O70405",22241,1
"Q9QY01",29869,1
"Q3U3Q1",71742,1
"Q3V129",209012,1
"P13439",22247,1
"Q4KUS2",382018,1
"Q9Z1N9",22249,1
"Q8K0T7",208898,1
"B2RUP2",70450,1
"Q99KD5",101869,1
"Q8CGY6",217012,1
"Q710D3",381058,1
"Q8VCW4",54445,1
"O08934",22255,1
"Q9CQ61",67387,1
"Q8K1S4",107448,1
"Q8K1S3",107449,1
"O08747",22253,1
"Q8K1S2",210801,1
"Q0KK59",217843,1
"Q8BLN6",329178,1
"P97931",22256,1
"Q5FWH2",74154,1
"Q8BL48",217331,1
"P35456",18793,1
"Q9D132",109637,1
"Q9Z2C6",22268,1
"Q9JKX8",22270,1
"Q80YF6",100647,1
"Q9D701",69665,1
"P52624",22271,1
"Q8CGR7",76654,1
"B1AVZ0",331487,1
"Q9CWU6",56046,1
"Q9CQY6",67267,1
"Q8K2T4",107197,1
"Q8VIH9",217369,1
"Q283N4",231903,1
"Q5NCI0",72046,1
"P25688",22262,1
"Q9D2P4",68205,1
"P06869",18792,1
"Q5DID3",52020,1
"Q91X17",22242,1
"Q8K1B8",108101,1
"Q80XC3",98910,1
"Q91W78",101985,1
"Q8R370",234395,1
"Q9CQ56",67023,1
"Q61069",22278,1
"Q64705",22282,1
"Q9ES64",72088,1
"Q80T11",16470,1
"Q2QI47",22283,1
"Q78IK2",102642507,1
"Q78IK2",66477,1
"Q9Z1Z0",56041,1
"P70398",22284,1
"Q3ULM6",231915,1
"Q8BUB6",338362,1
"Q640M1",72554,1
"Q6EJB6",195434,1
"Q8VHL0",108052,1
"Q8R4T9",27411,1
"Q06318",22287,1
"Q6J1H4",22286,1
"Q9CZJ1",67205,1
"Q8C7V3",105372,1
"Q5SSI6",217109,1
"Q9CX11",78581,1
"Q8VCY6",216987,1
"Q765I1",224065,1
"Q9QZQ3",24111,1
"Q9D479",71101,1
"Q91XL3",67883,1
"Q62463",54140,1
"Q9WU02",26361,1
"Q9EQ46",113855,1
"Q9EQ44",113857,1
"Q8VBS7",113848,1
"Q8VIC9",113847,1
"Q9EQ47",113854,1
"Q8VIC7",22297,1
"Q9EQ45",113856,1
"Q9EQ51",113846,1
"Q9EQ52",113845,1
"Q9WUF1",24112,1
"Q9EP51",113852,1
"Q8VIC6",22296,1
"Q9EP79",113849,1
"Q9EPB8",113851,1
"E9Q6I0",619697,1
"O70410",56544,1
"Q6TAC4",56552,1
"O88721",12000,1
"P51863",11972,1
"Q80SY3",242341,1
"Q9CQD8",11974,1
"Q91XE7",76252,1
"Q80WQ2",234729,1
"Q62442",22317,1
"P63044",22318,1
"P63024",22319,1
"O70480",53330,1
"Q9Z2P8",53620,1
"P70280",20955,1
"O70404",22320,1
"Q80Z96",229658,1
"Q91ZD4",93840,1
"Q9WV55",30960,1
"Q9R1Q9",54411,1
"Q8C1W1",238328,1
"Q8C5G2",226841,1
"Q9CZT5",246154,1
"P70460",22323,1
"Q80TB8",270097,1
"Q62465",26949,1
"P50516",11964,1
"P62814",11966,1
"Q9Z1G3",66335,1
"Q99L60",68775,1
"P57746",73834,1
"Q9D593",74915,1
"P50518",11973,1
"Q9D1K2",66144,1
"Q9CR51",66290,1
"Q8BMC1",338375,1
"Q9WTT4",66237,1
"Q8BVE3",108664,1
"P63082",11984,1
"Q91V37",114143,1
"Q60992",22325,1
"Q9R0C8",57257,1
"P27870",22324,1
"Q2NKI2",22326,1
"Q9WTP9",24113,1
"P29533",22329,1
"Q5UW37",232983,1
"Q8CDG3",70675,1
"Q60932",22333,1
"Q60930",22334,1
"Q60931",22335,1
"P48281",22337,1
"Q00731",22339,1
"P49766",22340,1
"P97953",22341,1
"P97946",14205,1
"Q3ZK22",215008,1
"P35969",14254,1
"P35917",14257,1
"Q99NC0",170828,1
"Q8BGW8",215031,1
"P85442",73569,1
"Q80V24",232334,1
"Q3TXX4",72961,1
"Q8BLE7",140919,1
"Q8BFU8",216227,1
"P40338",22346,1
"O35633",22348,1
"Q8VDJ3",110611,1
"Q62468",22349,1
"Q91YD6",22351,1
"P20152",22352,1
"Q64727",22330,1
"Q9R1Z8",20410,1
"A2ARP1",327655,1
"Q6ZQB6",227399,1
"P97751",22354,1
"P41588",22355,1
"P32648",22353,1
"A2AIV2",66185,1
"P62761",26950,1
"Q8VHI5",74199,1
"Q9QYC7",56316,1
"Q0KK55",76484,1
"Q9CRC0",27973,1
"Q6TEK5",69568,1
"P98156",22359,1
"Q78T54",67048,1
"Q99KC8",67776,1
"Q8BP01",106639,1
"Q8R090",110877,1
"Q8BRU6",214084,1
"Q5SXG7",327956,1
"Q99KU0",75909,1
"Q9EQ48",113850,1
"Q9Z0K8",22361,1
"Q9QZ25",26464,1
"Q62471",16820,1
"Q62472",16821,1
"Q80XI7",433492,1
"Q80XI7",71425,1
"Q8R1C3",232023,1
"Q5H8C4",271564,1
"Q80TY5",666173,1
"Q8BX70",320528,1
"P40336",30930,1
"Q8C0E2",69091,1
"Q9D2N9",77573,1
"P59016",233405,1
"Q8CHS8",52348,1
"Q8R0J7",330192,1
"Q8R105",107305,1
"Q810I0",194309,1
"Q8C190",72325,1
"Q9Z1G4",11975,1
"P15920",21871,1
"Q920R6",140494,1
"Q80TR8",321006,1
"P13372",22362,1
"P13373",22363,1
"Q91W86",71732,1
"Q8R307",228545,1
"Q9CQ80",28084,1
"Q9D1C8",66914,1
"Q9QZ88",56433,1
"Q9EQH3",65114,1
"Q91XD6",70160,1
"Q8R5L3",269338,1
"Q5KU39",218035,1
"P97390",22365,1
"Q8VEJ9",116733,1
"P46467",20479,1
"Q3UVL4",68505,1
"Q8C754",224705,1
"Q8CCB4",68299,1
"Q5SPW0",245944,1
"Q62481",21427,1
"Q0P5W1",209018,1
"Q80X41",22367,1
"Q8BN21",69922,1
"Q8K3G5",101568,1
"Q3SYK4",432677,1
"D3YZF7",75690,1
"D3YX43",231668,1
"Q9D2J4",78789,1
"Q9Z109",57276,1
"Q6P3A4",240916,1
"T1NXB5",320736,1
"Q9D806",69137,1
"Q91V10",114889,1
"Q61412",12677,1
"Q9CR26",66201,1
"Q7TSP5",242122,1
"P21614",14473,1
"O89116",53611,1
"Q8R0A6",211739,1
"Q9JME9",58188,1
"Q6PDS0",277432,1
"P29788",22370,1
"A9Z1V5",75718,1
"Q3UR50",328643,1
"Q8R2Z5",246228,1
"Q70UZ7",240675,1
"Q3UVV9",233813,1
"Q9JHA8",27762,1
"Q8CC88",219189,1
"Q8R3P6",69882,1
"Q505H4",320460,1
"Q8C8N3",319922,1
"Q3U515",71768,1
"Q6DFV8",232585,1
"Q8CIZ8",22371,1
"Q924H7",225131,1
"Q8VC51",216853,1
"Q65Z40",218914,1
"Q8R5H6",83767,1
"Q8BH43",242687,1
"Q8VHI6",245880,1
"Q8VDD8",68767,1
"Q3UMB9",319277,1
"Q91YD9",73178,1
"P70315",22376,1
"Q923D5",60321,1
"Q8BGW2",226178,1
"P97764",22377,1
"Q9D529",74716,1
"P97765",22378,1
"Q61048",22380,1
"Q9DD24",22381,1
"Q9CYF5",94254,1
"Q9CY21",66138,1
"Q6UJB9",76629,1
"Q6VNB8",72145,1
"P59328",218973,1
"Q8BUB4",268752,1
"Q8K1X1",207425,1
"Q9JJA4",57750,1
"Q91V09",73447,1
"Q5F201",71860,1
"Q4VBE8",216156,1
"Q3UGF1",213081,1
"O88342",22388,1
"Q9D5R2",70948,1
"Q8CFJ9",268933,1
"E9Q349",212198,1
"Q8C6G8",226757,1
"Q8C5V5",71682,1
"Q9JHB4",71354,1
"Q8K4P0",74320,1
"Q5U4F6",71820,1
"Q8BND3",74682,1
"Q8CBE3",207615,1
"Q9D994",76646,1
"Q8BHB4",269470,1
"Q3UDP0",218460,1
"Q6ZQL4",72515,1
"Q6NVE8",72404,1
"Q9Z0H1",57315,1
"Q8CGF6",99512,1
"Q8BH57",67561,1
"Q9EP82",57773,1
"Q9DB94",68980,1
"Q9R0D8",75659,1
"Q9CX97",67936,1
"Q8C0M0",319481,1
"Q9D7H2",69544,1
"P61965",140858,1
"Q8C761",217935,1
"Q9ERF3",66317,1
"Q9D565",75820,1
"Q99ME2",83669,1
"Q9CWR1",71968,1
"Q8VCG3",107071,1
"A6PWY4",241627,1
"E9PYY5",242584,1
"Q920I9",104082,1
"Q5ND34",192652,1
"Q8BFQ4",77305,1
"Q9DAJ4",67836,1
"Q9D0R9",72338,1
"Q6ZPG2",106618,1
"Q7TMQ7",101240,1
"Q8BGF3",103784,1
"Q402B2",626359,1
"Q80ZK9",230796,1
"P47810",22390,1
"Q66JT0",381759,1
"Q8BH89",68221,1
"Q9JHY4",192201,1
"Q3UW55",209351,1
"F6ULY1",433502,1
"A2A5H7",629761,1
"Q9JHY3",192200,1
"Q5DQQ6",408190,1
"P62810",14038,1
"Q9ESH5",67866,1
"Q9DAU7",67701,1
"Q14AE4",71856,1
"Q4KUS1",277343,1
"Q3UW41",629754,1
"Q8R0S6",215001,1
"Q7TQN3",278507,1
"P56695",22393,1
"Q571B6",434204,1
"Q80VW5",73750,1
"Q8CHP5",78428,1
"Q9WUA1",24117,1
"Q8K1I7",215280,1
"Q6PEV3",68524,1
"Q8R3E3",52639,1
"Q80W47",74781,1
"Q9CR39",66840,1
"Q91VM3",54636,1
"O54775",22402,1
"Q9Z0G4",22403,1
"D3Z5L9",327743,1
"O88286",22404,1
"Q6DID7",68151,1
"P70701",22409,1
"P48614",22410,1
"P83741",232341,1
"Q3UH66",75607,1
"Q80XP9",279561,1
"Q80UE6",69847,1
"P48615",22411,1
"Q9QYS1",93735,1
"P04426",22408,1
"O70283",22414,1
"P21552",22413,1
"P27467",22416,1
"P17553",22415,1
"P22724",22417,1
"P22725",22418,1
"P22726",22419,1
"P22727",22420,1
"P24383",22421,1
"P28047",22422,1
"Q64527",20890,1
"Q8R5M2",216795,1
"O35468",22412,1
"Q8K0D7",71446,1
"Q91XU0",78903,1
"O09053",22427,1
"Q9JM98",59002,1
"O54927",78889,1
"O54929",59043,1
"Q80XH4",216881,1
"D4PHA7",320916,1
"Q9D0I6",72137,1
"Q7TQJ8",101543,1
"Q6NXJ0",52357,1
"Q91WL8",80707,1
"Q8BZZ3",107568,1
"Q9DBH0",66894,1
"Q9EPK5",97064,1
"O35188",20312,1
"Q5NBU8",327959,1
"O35426",22433,1
"P47993",16963,1
"Q9WTR6",26570,1
"Q00519",22436,1
"Q60989",11798,1
"Q4U4S6",241431,1
"Q5GH68",331524,1
"Q5GH67",497097,1
"Q5GH66",319581,1
"E9Q6C8",219149,1
"Q5GH64",228787,1
"Q8C0T0",381560,1
"Q5GH62",381246,1
"Q9QXY7",22439,1
"Q60595",22445,1
"Q6P205",574437,1
"Q9Z1L4",20147,1
"P05531",22441,1
"Q64267",22590,1
"P51612",22591,1
"Q9QZD4",50505,1
"Q6P5F9",103573,1
"Q9ERK4",110750,1
"Q9ESJ0",57258,1
"Q924C1",72322,1
"Q924Z6",74204,1
"Q9EPK7",65246,1
"Q6P1B1",170750,1
"B7ZMP1",321003,1
"Q9Z0U0",19775,1
"Q60596",22594,1
"Q9CX47",57434,1
"Q9CXE6",74335,1
"Q924T3",108138,1
"P27641",22596,1
"P23475",14375,1
"P97789",24127,1
"Q9DBR1",24128,1
"Q9EPK2",19889,1
"Q3U3V8",446101,1
"Q3U4G3",268880,1
"Q3TNA1",102448,1
"Q8VCS3",215015,1
"Q811B1",233781,1
"Q9EPL0",217119,1
"Q99LW6",67057,1
"P46938",22601,1
"Q8CAV0",216119,1
"P62960",22608,1
"Q9JKB3",56449,1
"Q9CWB7",77422,1
"Q14BV6",69101,1
"Q04736",22612,1
"Q3TUF7",208146,1
"Q9CR11",64050,1
"Q91XB7",68090,1
"Q9CX30",77254,1
"Q91VU1",230584,1
"Q99LP8",74766,1
"Q3UDR8",28064,1
"Q8C407",67864,1
"Q9EQQ2",67180,1
"Q8BR70",77929,1
"Q9JIM5",75581,1
"Q6PIU9",102637099,1
"Q9DAB9",102632351,1
"F6W8I0",67184,1
"Q9CQW1",56418,1
"Q3TTI8",71149,1
"Q9Z1K8",20540,1
"Q8BGK6",330836,1
"Q9R0I7",56531,1
"O88967",27377,1
"Q9ESC7",106369,1
"Q65Z95",77864,1
"P61237",66090,1
"Q65Z93",241525,1
"P62700",383295,1
"Q3U5F4",230734,1
"E9Q5K9",231386,1
"B2RR83",240255,1
"P59326",228994,1
"Q91YT7",213541,1
"Q8BYK6",229096,1
"Q6P3Y5",208968,1
"Q68FE8",235469,1
"Q61751",21408,1
"Q9QXT9",27274,1
"Q571J5",30944,1
"Q5ISE2",333473,1
"Q8VD12",29813,1
"Q8BXJ8",241494,1
"A2A5E6",278304,1
"B2RRF6",72672,1
"A2AKY4",241514,1
"Q64726",12007,1
"Q8BGC4",225791,1
"P43404",22637,1
"Q80SU3",317755,1
"Q0P5X5",213234,1
"Q9D0L1",72114,1
"Q80WQ9",223773,1
"D2EAC2",667118,1
"Q9QY24",58203,1
"Q08376",22666,1
"Q60821",22642,1
"Q9WUK6",30928,1
"Q8K0L9",56490,1
"Q9Z0G7",81630,1
"Q80X44",268294,1
"Q9JKD9",58206,1
